title,link,cited_number,cited_papers_link,related_papers_link,snippet,versions_number,all_versions_link,paper_id
A culturally sensitive test to evaluate nuanced gpt hallucination,https://www.computer.org/csdl/journal/ai/5555/01/10319443/1S5SVt0zLnG,3,"https://scholar.google.com/scholar?cites=15210999547508735352&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… We have applied this test to five GPT models—OpenAI’s ChatGPT-3.5 and ChatGPT-4, … to GPT hallucinations. Our study has paved the way for a nuanced assessment of GPT …",no_versions_number,no_all_versions_link,LxRsiUTm
GPT. EXE: A powerful tool for the visualization and analysis of general processing tree models,https://link.springer.com/article/10.3758/bf03207714,78,"https://scholar.google.com/scholar?cites=16130518738424714385&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:kVSWVlQd298J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… This paper introduces GPT.EXE, a computer program for designing and implementing general processing tree (GPT) models. First, designing and building GPT models using this …",10,"https://scholar.google.com/scholar?cluster=16130518738424714385&hl=en&as_sdt=0,5",eTh0tqnl
FLUID-GPT (Fast Learning to Understand and Investigate Dynamics with a Generative Pre-Trained Transformer): Efficient Predictions of Particle Trajectories and …,https://pubs.acs.org/doi/abs/10.1021/acs.iecr.3c01639,1,"https://scholar.google.com/scholar?cites=6018336692559813937&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… In conclusion, we have developed FLUID-GPT, a new hybrid GPT-2+CNN ML architecture for accurately predicting particle trajectories and erosion on industrial-scale steam header …",9,"https://scholar.google.com/scholar?cluster=6018336692559813937&hl=en&as_sdt=0,5",bgiDFwpL
A GPT-2 language model for biomedical texts in Portuguese,https://ieeexplore.ieee.org/abstract/document/9474713/,16,"https://scholar.google.com/scholar?cites=9730874087099513836&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:7LueA20CC4cJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… However, considering Portuguese and clinical texts, we found no GPT-2 available model that addressed both topics. Hence, our objective is to generate a GPT-2 language model with …",4,"https://scholar.google.com/scholar?cluster=9730874087099513836&hl=en&as_sdt=0,5",kHAdm3Yc
Cohortgpt: An enhanced gpt for participant recruitment in clinical study,https://arxiv.org/abs/2307.11346,6,"https://scholar.google.com/scholar?cites=10762957580805172096&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,Participant recruitment based on unstructured medical texts such as clinical notes and radiology reports has been a challenging yet important task for the cohort establishment in clinical …,2,"https://scholar.google.com/scholar?cluster=10762957580805172096&hl=en&as_sdt=0,5",j8cCLa9k
Variational latent-state GPT for semi-supervised task-oriented dialog systems,https://ieeexplore.ieee.org/abstract/document/10028777/,10,"https://scholar.google.com/scholar?cites=16206064930023163951&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:L0jywDCC5-AJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… GPT and variational learning are previously known separately in the literature for semi-supervised TOD systems. But how we can leverage both pre-trained GPT … GPT model (VLS-GPT), …",4,"https://scholar.google.com/scholar?cluster=16206064930023163951&hl=en&as_sdt=0,5",62SUKIEQ
Modern french poetry generation with roberta and gpt-2,https://arxiv.org/abs/2212.02911,7,"https://scholar.google.com/scholar?cites=8718233790985726261&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:NemCFHFj_XgJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",We present a novel neural model for modern poetry generation in French. The model consists of two pretrained neural models that are fine-tuned for the poem generation task. The …,15,"https://scholar.google.com/scholar?cluster=8718233790985726261&hl=en&as_sdt=0,5",FL2I0jtk
GPT-4 Doesn't Know It's Wrong: An Analysis of Iterative Prompting for Reasoning Problems,https://arxiv.org/abs/2310.12397,7,"https://scholar.google.com/scholar?cites=9992342853277132205&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… We test GPT-4’s ability to verify colorings on the same instances, but we generate five different kinds of colorings for each. What is immediately obvious is a result that exactly agrees …",2,"https://scholar.google.com/scholar?cluster=9992342853277132205&hl=en&as_sdt=0,5",7jnPYFXr
GPT-Fathom: Benchmarking Large Language Models to Decipher the Evolutionary Path towards GPT-4 and Beyond,https://arxiv.org/abs/2309.16583,2,"https://scholar.google.com/scholar?cites=11825396027393223998&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,… • Retrospective study on the evolutionary path from GPT-3 to GPT-4: We evaluate not only … improvement and better understand the path towards GPT-4 and beyond. Our work is time-…,2,"https://scholar.google.com/scholar?cluster=11825396027393223998&hl=en&as_sdt=0,5",ZRmWBEae
Gpt-who: An information density-based machine-generated text detector,https://arxiv.org/abs/2310.06202,3,"https://scholar.google.com/scholar?cites=16925743365092412306&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… We find that GPTwho can distinguish texts generated by very sophisticated LLMs, even … GPT-who that uses a GPT-based language model to predict who the author of an article is. GPT…",no_versions_number,no_all_versions_link,bHPxogfA
Summqa at mediqa-chat 2023: In-context learning with gpt-4 for medical summarization,https://arxiv.org/abs/2306.17384,4,"https://scholar.google.com/scholar?cites=15808972798029250210&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… We compare GPT-4 performance with several finetuned baselines. We find that GPT-4 sum… In this paper, we explore several potential applications of a recent LLM, GPT-4 (OpenAI…",4,"https://scholar.google.com/scholar?cluster=15808972798029250210&hl=en&as_sdt=0,5",BUIw2Xpa
Mind meets machine: Unravelling GPT-4's cognitive psychology,https://arxiv.org/abs/2303.11436,15,"https://scholar.google.com/scholar?cites=8841478432565804320&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:IL1cTso9s3oJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… GPT-4 exhibits a high level of accuracy in answering common sense questions, outperforming its predecessor, GPT-3 and GPT… find that GPT-4 has an accuracy of 83.2 % whereas GPT-…",3,"https://scholar.google.com/scholar?cluster=8841478432565804320&hl=en&as_sdt=0,5",czvhZN1W
Gpt-4v (ision) as a generalist evaluator for vision-language tasks,https://arxiv.org/abs/2311.01361,3,"https://scholar.google.com/scholar?cites=498535459089702498&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… Although GPT-4V has shown promising results in various multi-modal tasks, leveraging GPT… We comprehensively validate GPT-4V's capabilities for evaluation purposes, addressing …",2,"https://scholar.google.com/scholar?cluster=498535459089702498&hl=en&as_sdt=0,5",SyJlLGWw
"Performance of ChatGPT, GPT-4, and Google bard on a neurosurgery oral boards preparation question bank","https://journals.lww.com/neurosurgery/Fulltext/9900/Performance_of_ChatGPT,_GPT_4,_and_Google_Bard_on.775.aspx",44,"https://scholar.google.com/scholar?cites=10496863558447003321&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:ufb5qMpZrJEJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… GPT-3.5 and GPT-4 demonstrated significantly higher scores than Bard (both P<. 01), and … subspecialties, GPT-4 had significantly higher accuracy in the Spine category relative to GPT-…",6,"https://scholar.google.com/scholar?cluster=10496863558447003321&hl=en&as_sdt=0,5",xPXDWheO
Artificial hallucination: GPT on LSD?,https://link.springer.com/article/10.1186/s13054-023-04425-6,27,"https://scholar.google.com/scholar?cites=8464895404104125908&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:1I12ZoVZeXUJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","In the following, we will comment on the publication of Salvagno et al.[1], as we not only share the enthusiasm but also the concerns about the potential risks of Generative Pre-trained …",7,"https://scholar.google.com/scholar?cluster=8464895404104125908&hl=en&as_sdt=0,5",ZohMsSbI
AutoML-GPT: Automatic Machine Learning with GPT,https://arxiv.org/abs/2305.02499,14,"https://scholar.google.com/scholar?cites=1818564440796554276&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:JOTVRrnWPBkJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… -GPT, which employs GPT as the bridge to diverse AI models and dynamically trains models with optimized hyperparameters. AutoML-GPT … , AutoML-GPT will automatically conduct the …",2,"https://scholar.google.com/scholar?cluster=1818564440796554276&hl=en&as_sdt=0,5",atujKDWT
Is gpt-3 a psychopath? evaluating large language models from a psychological perspective,https://arxiv.org/abs/2212.10529,20,"https://scholar.google.com/scholar?cites=1023221764769452336&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:MBGIF8Y2Mw4J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Secondly, we test the LLMs in GPT-3 series on well-being tests to … GPT-3-I2 shows much higher scores of dark personality than GPT-3, except for the Psychopathy score, where GPT…",2,"https://scholar.google.com/scholar?cluster=1023221764769452336&hl=en&as_sdt=0,5",FLnqjYeX
Sentiment spin: Attacking financial sentiment with GPT-3,https://www.sciencedirect.com/science/article/pii/S154461232300329X,18,"https://scholar.google.com/scholar?cites=5330609589057526532&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:BJsQsC0h-kkJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","In this study, we explore the susceptibility of financial sentiment analysis to adversarial attacks that manipulate financial texts. With the rise of AI readership in the financial sector, …",5,"https://scholar.google.com/scholar?cluster=5330609589057526532&hl=en&as_sdt=0,5",J29S3QAz
Security of the GPT cryptosystem and its applications to cryptography,https://onlinelibrary.wiley.com/doi/abs/10.1002/sec.228,42,"https://scholar.google.com/scholar?cites=14913724575126175329&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:Yb5oGnwx-M4J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… The public key cryptosystem (PKC) based on rank error correcting codes (the GPT … mode of GPT cryptosystem. In this paper, we apply this tool to another variant of the GPT cryptosystem…",4,"https://scholar.google.com/scholar?cluster=14913724575126175329&hl=en&as_sdt=0,5",t1SerG4n
The potential of GPT-4 as an AI-powered virtual assistant for surgeons specialized in joint arthroplasty,https://link.springer.com/article/10.1007/s10439-023-03207-z,18,"https://scholar.google.com/scholar?cites=9351726758590727285&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:dcRQevAByIEJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Secondly, the answers by GPT-4 are more accurate. Compared with GPT-3.5, GPT-4 adopts a … This allows GPT-4 to have better information processing to handle various tasks. For …",3,"https://scholar.google.com/scholar?cluster=9351726758590727285&hl=en&as_sdt=0,5",BeKXmtdh
To GPT or not GPT? Empowering our students to learn with AI,https://www.sciencedirect.com/science/article/pii/S2666920X23000395,4,"https://scholar.google.com/scholar?cites=11939949655792572867&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"I argue that ChatGPT and other generative artificial intelligence tools pose three main threats to our current education systems, creating problems of measurement, information accuracy, …",no_versions_number,no_all_versions_link,kq1gajti
Saga: Collaborative storytelling with gpt-3,https://dl.acm.org/doi/abs/10.1145/3462204.3481771,23,"https://scholar.google.com/scholar?cites=1976985631308511999&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:__oxCPWpbxsJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… We designed SAGA (Shared Authoring GPT-3 Application) - an asynchronous collaborative … GPT-3 (or Generative Pre-trained Transformer 3), which can generate human-like text. GPT-…",3,"https://scholar.google.com/scholar?cluster=1976985631308511999&hl=en&as_sdt=0,5",qiC1huRg
Demonstrating GPT-DB: Generating Query-Specific and Customizable Code for SQL Processing with GPT-4,https://dl.acm.org/doi/abs/10.14778/3611540.3611630,1,"https://scholar.google.com/scholar?cites=7104963213322871493&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… GPT-DB is based on OpenAI’s GPT model series, neural … , GPT-DB exploits the most recently released GPT-4 model whereas visitors may also select prior versions for comparison. GPT…",no_versions_number,no_all_versions_link,DdBVS48Y
Quadapter: Adapter for GPT-2 Quantization,https://arxiv.org/abs/2211.16912,5,"https://scholar.google.com/scholar?cites=17083802490810021480&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:aDaq_dnbFe0J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Transformer language models such as GPT2 are difficult to quantize because of outliers in … By applying our method to the challenging task of quantizing GPT-2, we demonstrate that it …",4,"https://scholar.google.com/scholar?cluster=17083802490810021480&hl=en&as_sdt=0,5",NvLy3ZQP
Bits of Grass: Does GPT already know how to write like Whitman?,https://arxiv.org/abs/2305.11064,4,"https://scholar.google.com/scholar?cites=3260573616606636639&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:X2rZ1W3iPy0J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… This study examines the ability of GPT-3.5, GPT-3.5-turbo (ChatGPT) and GPT-4 models to generate poems in the style of specific authors using zero-shot and many-shot prompts (…",4,"https://scholar.google.com/scholar?cluster=3260573616606636639&hl=en&as_sdt=0,5",wvmCUXeg
A Primer on Deep Reinforcement Learning for Finance,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4316650,3,"https://scholar.google.com/scholar?cites=5819587729603250193&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:EUg54jRUw1AJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",Deep reinforcement learning (DRL) is a powerful and emerging technique for solving complex decision-making problems by learning from experience and interaction with an …,no_versions_number,no_all_versions_link,drXMpIH1
Exploring the potential of GPT-2 for generating fake reviews of research papers,https://books.google.com/books?hl=en&lr=&id=ey4NEAAAQBAJ&oi=fnd&pg=PA390&dq=gpt&ots=2m96fGxDCc&sig=I_7tKW7Ead884PZPODBYHbDbeyE,10,"https://scholar.google.com/scholar?cites=13828817396680009263&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:L6bacCfU6b8J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",… there is the GPT-2 language model developed by the OpenAI research institute. GPT-2 has … The typical usage of GPT-2 consists in generating synthetic text samples in response to a …,7,"https://scholar.google.com/scholar?cluster=13828817396680009263&hl=en&as_sdt=0,5",XGHvVOhx
Semantic features of object concepts generated with GPT-3,https://arxiv.org/abs/2202.03753,9,"https://scholar.google.com/scholar?cites=16958563995984242923&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:66heoRrsWOsJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… GPT-3 model to generate semantic features for 1,854 objects and compared automatically-generated features to existing human feature norms. GPT… in humans and GPT-3. …",7,"https://scholar.google.com/scholar?cluster=16958563995984242923&hl=en&as_sdt=0,5",tX7L0TjW
The workweek is the best time to start a family--A Study of GPT-2 Based Claim Generation,https://arxiv.org/abs/2010.06185,21,"https://scholar.google.com/scholar?cites=17574102688297986509&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:zSk9jkjB4_MJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",Argument generation is a challenging task whose research is timely considering its potential impact on social media and the dissemination of information. Here we suggest a pipeline …,5,"https://scholar.google.com/scholar?cluster=17574102688297986509&hl=en&as_sdt=0,5",FqcDVSth
Investigating the potential of gpt-3 in providing feedback for programming assessments,https://dl.acm.org/doi/abs/10.1145/3587102.3588852,7,"https://scholar.google.com/scholar?cites=11889171876217313407&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… s GPT3 model to provide feedback for student written code. Specifically, we examine the feasibility of GPT… a programming exam, and provided the GPT-3 model with separate prompts to …",no_versions_number,no_all_versions_link,dDlKQ2Y9
Exploring the psychology of GPT-4's Moral and Legal Reasoning,https://arxiv.org/abs/2308.01264,5,"https://scholar.google.com/scholar?cites=17014244933025480592&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… 1 By doing so, this paper makes no claim regarding GPT-4 capacity to … GPT-4 as producing behavior through cognitive or psychological processes. Ordinarily, that would imply that GPT-…",2,"https://scholar.google.com/scholar?cluster=17014244933025480592&hl=en&as_sdt=0,5",fkBasIRn
"Summarizing, simplifying, and synthesizing medical evidence using gpt-3 (with varying success)",https://arxiv.org/abs/2305.06299,11,"https://scholar.google.com/scholar?cites=4631764968898747548&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:nNxO9rJVR0AJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… , GPT-3 is tasked with generating regular and plain-language summaries of articles describing randomized controlled trials; in the latter, we assess the degree to which GPT… while GPT-3 …",3,"https://scholar.google.com/scholar?cluster=4631764968898747548&hl=en&as_sdt=0,5",ntPf9YTL
When GPT Meets Program Analysis: Towards Intelligent Detection of Smart Contract Logic Vulnerabilities in GPTScan,https://arxiv.org/abs/2308.03314,3,"https://scholar.google.com/scholar?cites=9367245606602523167&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… , the first tool combining GPT with static analysis for … GPT to identify vulnerabilities, which can lead to high false positives and is limited by GPT’s pre-trained knowledge, we utilize GPT …",2,"https://scholar.google.com/scholar?cluster=9367245606602523167&hl=en&as_sdt=0,5",EO1SiZFQ
A smart approach for GPT cryptosystem based on rank codes,https://ieeexplore.ieee.org/abstract/document/5513549/,39,"https://scholar.google.com/scholar?cites=9729892070509614332&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:_JSddUmFB4cJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",… in 1991 by Gabidulin -Paramonov-Trejtakov (GPT). The use of rank codes in cryptographic … Overbeck's attacks break many versions of the GPT cryptosystem and are turned out to be …,13,"https://scholar.google.com/scholar?cluster=9729892070509614332&hl=en&as_sdt=0,5",lYJNmMkB
Radonc-gpt: A large language model for radiation oncology,https://arxiv.org/abs/2309.10160,2,"https://scholar.google.com/scholar?cites=15706048065223110298&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… In order to maximizing the potential of clinical notes in radiation oncology, we put forward a pioneering solution called RadOnc-GPT. RadOnc-GPT addresses above-mentioned issues …",no_versions_number,no_all_versions_link,KUDYsrgx
Fine-tuning GPT-3 for legal rule classification,https://www.sciencedirect.com/science/article/pii/S0267364923000742,1,"https://scholar.google.com/scholar?cites=5243955650972945120&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… of data, we show that GPT-3 can significantly outperform previous experiments on the same task. Our work focused on a multiclass task, showing that GPT-3 is capable to recognize the …",3,"https://scholar.google.com/scholar?cluster=5243955650972945120&hl=en&as_sdt=0,5",37zHGEST
The innovative model of the Virtual Development Office for collaborative networked enterprises: the GPT network case study,https://www.tandfonline.com/doi/abs/10.1080/0951192x.2012.681909,43,"https://scholar.google.com/scholar?cites=2520579449662110659&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:w3tCpafl-iIJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… using the case study represented by GPT, that will be deeply … virtual organisations promoted by GPT and discussing also, … the GPT venture capital, and by easing loan access for GPT …",7,"https://scholar.google.com/scholar?cluster=2520579449662110659&hl=en&as_sdt=0,5",hPRHas0l
GPT-4 in Radiology: Improvements in Advanced Reasoning,https://pubs.rsna.org/doi/abs/10.1148/radiol.230987,26,"https://scholar.google.com/scholar?cites=17118573223295797161&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:qUcPBKZjke0J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",… The purpose of this exploratory study was to evaluate the performance of GPT-4 on a radiology board–style examination without images and compare it with that of GPT-3.5 …,3,"https://scholar.google.com/scholar?cluster=17118573223295797161&hl=en&as_sdt=0,5",l2SrWK1C
"Use of ChatGPT, GPT-4, and Bard to improve readability of ChatGPT's answers to common questions about lung cancer and lung cancer screening",https://ajronline.org/doi/pdf/10.2214/AJR.23.29622,5,"https://scholar.google.com/scholar?cites=13460214372400605901&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:zaqLC6hJzLoJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Mean reading ease score was higher for simplified responses for all three LLMs compared to baseline responses (all p<.001), simplified responses for Bard compared to ChatGPT …",2,"https://scholar.google.com/scholar?cluster=13460214372400605901&hl=en&as_sdt=0,5",aFmMTyO8
Rating short l2 essays on the cefr scale with gpt-4,https://aclanthology.org/2023.bea-1.49/,4,"https://scholar.google.com/scholar?cites=17387839997287910824&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… In this paper, we evaluate how well GPT-3.5 and GPT-4 can rate short essay responses … Results show that when calibration examples are provided, GPT-4 can perform almost as well as …",2,"https://scholar.google.com/scholar?cluster=17387839997287910824&hl=en&as_sdt=0,5",hc0kuj91
GPT-D: Inducing dementia-related linguistic anomalies by deliberate degradation of artificial neural language models,https://arxiv.org/abs/2203.13397,12,"https://scholar.google.com/scholar?cites=10894716060735247727&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:bxXe2IjOMZcJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… (GPT-2) pre-trained on general English text is paired with an artificially degraded version of itself (GPT-D)… Furthermore, GPT-D generates text with characteristics known to be associated …",6,"https://scholar.google.com/scholar?cluster=10894716060735247727&hl=en&as_sdt=0,5",U1aj5sbI
How Robust is GPT-3.5 to Predecessors? A Comprehensive Study on Language Understanding Tasks,https://arxiv.org/abs/2303.00293,12,"https://scholar.google.com/scholar?cites=7775025891856871316&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:lO-X09pw5msJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… the performance and robustness of the GPT-3.5 models in the … GPT models, we specifically chose text-davinci-002 from the GPT-3.5 series models and text-davinci-001 from the GPT-3 …",2,"https://scholar.google.com/scholar?cluster=7775025891856871316&hl=en&as_sdt=0,5",X5iVb1hg
Structural change and the growth of industrial sectors: Empirical test of a GPT model,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-4991.2010.00380.x,51,"https://scholar.google.com/scholar?cites=7503429344247012599&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:99wV1TuJIWgJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",This paper investigates the empirical relevance of a model of structural change and the growth of industrial sectors. The model analyzes the process of diffusion of general‐purpose …,9,"https://scholar.google.com/scholar?cluster=7503429344247012599&hl=en&as_sdt=0,5",H8kzhiy2
The potential of GPT-4 as a personalized virtual assistant for bariatric surgery patients,https://link.springer.com/article/10.1007/s11695-023-06576-5,4,"https://scholar.google.com/scholar?cites=14674123702751906821&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:BcyqxML1pMsJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… The benefits of GPT… GPT-4 in this context, such as technical limitations, ethical and privacy considerations, and patient acceptance and adherence. To advance our understanding of GPT…",2,"https://scholar.google.com/scholar?cluster=14674123702751906821&hl=en&as_sdt=0,5",rXa4Zfbz
Chat GPT in Diagnostic Human Pathology: Will It Be Useful to Pathologists? A Preliminary Review with 'Query Session'and Future Perspectives,https://www.mdpi.com/2673-2688/4/4/51,1,"https://scholar.google.com/scholar?cites=10182523460691359806&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"The advent of Artificial Intelligence (AI) has in just a few years supplied multiple areas of knowledge, including in the medical and scientific fields. An increasing number of AI-based …",2,"https://scholar.google.com/scholar?cluster=10182523460691359806&hl=en&as_sdt=0,5",UQLodcyV
Entropy-and distance-based predictors from GPT-2 attention patterns predict reading times over and above GPT-2 surprisal,https://arxiv.org/abs/2212.11185,7,"https://scholar.google.com/scholar?cites=10431341937888356685&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:TWl4kjmSw5AJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… 2019) on two naturalistic datasets, in the presence of a strong GPT-2 surprisal baseline. First, … 2021) is newly applied to GPT-2 in this work to inform alternative formulations of attention …",4,"https://scholar.google.com/scholar?cluster=10431341937888356685&hl=en&as_sdt=0,5",padr49uH
AI model GPT-3 (dis) informs us better than humans,https://arxiv.org/abs/2301.11924,37,"https://scholar.google.com/scholar?cites=6166919369491880149&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:1RgKKX5MlVUJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Rate of “obedience” for GPT-3 – ie, how often GPT-3 respected our request to generate information or disinformation tweets. For accurate information tweets, GPT-3 “obeyed” our …",2,"https://scholar.google.com/scholar?cluster=6166919369491880149&hl=en&as_sdt=0,5",aJ2rCBN1
Exploring recommendation capabilities of gpt-4v (ision): A preliminary case study,https://arxiv.org/abs/2311.04199,2,"https://scholar.google.com/scholar?cites=5891929250058519443&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… GPT-4V’s responses within recommendation scenarios. Evaluation results on these test samples prove that GPT-… However, we have also identified some limitations in using GPT-4V for …",no_versions_number,no_all_versions_link,wc3CNWAY
From bert to gpt-3 codex: harnessing the potential of very large language models for data management,https://arxiv.org/abs/2306.09339,12,"https://scholar.google.com/scholar?cites=5299674579272055770&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:2rutcvM5jEkJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",Large language models have recently advanced the state of the art on many natural language processing benchmarks. The newest generation of models can be applied to a variety of …,4,"https://scholar.google.com/scholar?cluster=5299674579272055770&hl=en&as_sdt=0,5",w7M15vJo
ChatGPT goes to the operating room: evaluating GPT-4 performance and its potential in surgical education and training in the era of large language models,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10172028/,26,"https://scholar.google.com/scholar?cites=15333844290390758273&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:gZPk0SPCzNQJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",… of the GPT-3.5 and GPT-4 models with the McNemar test. A P-value less than 0.05 would indicate a statistically significant difference between the performance of the GPT-3.5 and GPT-…,11,"https://scholar.google.com/scholar?cluster=15333844290390758273&hl=en&as_sdt=0,5",Cnzx7MOe
Does GPT-3 generate empathetic dialogues? A novel in-context example selection method and automatic evaluation metric for empathetic dialogue generation,https://aclanthology.org/2022.coling-1.56/,13,"https://scholar.google.com/scholar?cites=10634009802952645047&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:t5kDC5OXk5MJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… learning remains unclear, especially in GPT3 (Brown et al.… In this study, we explore whether GPT-3 can generate empathetic … We show that GPT-3 achieves competitive performance with …",2,"https://scholar.google.com/scholar?cluster=10634009802952645047&hl=en&as_sdt=0,5",09xAsXvw
"ArguGPT: evaluating, understanding and identifying argumentative essays generated by GPT models",https://arxiv.org/abs/2304.07666,11,"https://scholar.google.com/scholar?cites=17611427448814344633&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:uZkkkvRbaPQJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… to identify GPT-generated texts. English instructors distinguish human- and GPT-authored essays … • In terms of syntactic and lexical complexity, we find that the best GPT models produce …",2,"https://scholar.google.com/scholar?cluster=17611427448814344633&hl=en&as_sdt=0,5",DXnt1RwC
